,Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary,Country,Salary_Amount,Salary_Currency,Salary_USD
17082,Saad Hesham,Saad,Hesham,M,1970-09-13,1992-10-26,saad.hesham@gmail.com,55,33,Amman,Financial Analyst,S,Bachelor,143561.0 JPY,Jordan,143561,JPY,947.5
17083,Nabil Abdullah&,Nabil,Abdullah,M,1972-01-14,2012-04-20,nabil.abdullah@gmail.com,53,13,Dammam,Dentist,M,Bachelor,140210.0 EGP,Saudi Arabia,140210,EGP,4486.72
17084,Nour Youssef,Nour,Youssef,F,1974-03-03,1996-06-01,nour.youssef@gmail.com,51,29,Dubai,Doctor,M,Bachelor,125384.0 JPY,United Arab Emirates,125384,JPY,827.53
17085,Kareem Tawfik,Kareem,Tawfik,M,1988-02-20,2015-06-11,ktawfik@gmail.com,37,10,Alexandria,Graphic Designer,S,High School,11346.83 AUD,Egypt,11346,AUD,7374.9
17086,Radwa Ahmed,Radwa,Ahmed,F,1979-11-24,2021-12-31,rahmed@gmail.com,46,4,Los Angeles,Pharmacist,S,Diploma,63641.0 GBP,United States,63641,GBP,79551.25
17087,Ayman Ayman,Ayman,Ayman,M,1994-04-17,2021-08-12,ayman.ayman@gmail.com,31,4,Sharjah,Accountant,S,Diploma,52695.0 CAD,United Arab Emirates,52695,CAD,38467.35
17088,Ibrahim Khalil,Ibrahim,Khalil,M,1988-07-11,2020-09-10,ikhalil@gmail.com,37,5,Rabat,Engineer,M,Bachelor,70006.0 AUD,Morocco,70006,AUD,45503.9
17089,Lina Nabil,Lina,Nabil,F,2006-04-15,2024-08-08,lina.nabil@gmail.com,19,1,Sharjah,Financial Analyst,S,High School,55471.80569444444 CAD,United Arab Emirates,55471,CAD,40493.83
17090,Mariam Nabil,Mariam,Nabil,F,2005-01-21,2025-09-29,mariam.nabil@gmail.com,20,0,London,Software Developer,M,Bachelor,54363.37695652174 AUD,United Kingdom,54363,AUD,35335.95
17091,Osama Saad,Osama,Saad,M,2007-06-03,2025-11-03,osama.saad@gmail.com,17,0,Los Angeles,Nurse,M,Masters,49226.23489795918 CAD,United States,49226,CAD,35934.98
17092,Nader Hany,Nader,Hany,M,1993-06-07,2018-05-20,nader.hany@gmail.com,32,7,Mumbai,Accountant,S,Bachelor,6302.08 CAD,India,6302,CAD,4600.46
17093,Mohamed Adel,Mohamed,Adel,M,1995-03-21,2017-04-10,mohamed.adel@gmail.com,30,8,Berlin,Software Developer,M,Diploma,6493.58 JPY,Germany,6493,JPY,42.85
17094,Maha Hesham,Maha,Hesham,F,1991-06-24,2023-03-12,mhesham@gmail.com,34,2,Mansoura,Financial Analyst,S,Diploma,5127.17 EUR,Egypt,5127,EUR,5485.89
17095,Lobna Waleed,Lobna,Waleed,F,1966-07-28,2008-11-19,lobna.waleed@gmail.com,58,17,Buenos Aires,Teacher,M,Bachelor,11983.5 AUD,Argentina,11983,AUD,7788.95
17096,Zaki Sherif,Zaki,Sherif,M,1975-08-03,2025-03-10,zsherif@gmail.com,50,0,Dubai,Lawyer,S,Bachelor,57930.010307692304 CAD,United Arab Emirates,57930,CAD,42288.9
17097,Fatima Maged,Fatima,Maged,F,2007-02-03,2025-12-05,fatima.maged@gmail.com,18,0,Sydney,Business Analyst,S,Master,52106.232500000006 CAD,Australia,52106,CAD,38037.38
17098,Asmaa Mahmoud,Asmaa,Mahmoud,F,2006-04-09,2024-06-03,asmaa.mahmoud@gmail.com,19,1,Los Angeles,Nurse,M,Master,49226.23489795918 CAD,United States,49226,CAD,35934.98
17099,Khalil Nader,Khalil,Nader,M,1975-12-15,2019-08-16,khalil.nader@gmail.com,50,6,Paris,Architect,M,Diploma,7811.0 EGP,France,7811,EGP,249.95
17100,Ruqayya Kamal,Ruqayya,Kamal,F,2006-09-05,2024-08-18,ruqayya.kamal@gmail.com,18,1,Cairo,Civil Engineer,M,Masters,53232.0261038961 GBP,Egypt,53232,GBP,66540.0
17101, Amr Mahmoud ,Amr,Mahmoud,M,1971-03-26,2000-11-20,amahmoud@gmail.com,54,25,Rabat,Accountant,M,Bachelor,11904.92 CAD,Morocco,11904,CAD,8689.92
17103,Noha Hamza,Noha,Hamza,F,1995-04-09,2013-04-06,noha.hamza@gmail.com,30,12,Beirut,Engineer,S,Master,9921.42 AUD,Lebanon,9921,AUD,6448.65
17104,Khadija Omar,Khadija,Omar,F,1965-04-24,2016-08-30,khadija.omar@gmail.com,60,9,Jeddah,Lawyer,S,PhD,95236.0 USD,Saudi Arabia,95236,USD,95236.0
17105,Nashaat Adel,Nashaat,Adel,M,1976-03-01,2014-03-29,nashaat.adel@gmail.com,49,11,Seoul,Civil Engineer,S,High School,125970.0 JPY,South Korea,125970,JPY,831.4
17106,Menna Hassan,Menna,Hassan,F,1987-04-20,2008-01-01,menna.hassan@gmail.com,38,18,Riyadh,Accountant,S,High School,12396.33 JPY,Saudi Arabia,12396,JPY,81.81
17108,Mounir Nashaat,Mounir,Nashaat,M,1971-09-02,1990-01-27,mounir.nashaat@gmail.com,54,36,Riyadh,Doctor,M,Master,129763.0 GBP,Saudi Arabia,129763,GBP,162203.75
17109,Fady Fouad,Fady,Fouad,M,1981-01-20,2008-01-11,ffouad@gmail.com,44,18,Paris,Sales Manager,M,Masters,8359.67 GBP,France,8359,GBP,10448.75
17110,Mounir Mohamed,Mounir,Mohamed,M,2001-06-14,2021-02-15,mmohamed@gmail.com,24,4,Paris,Nurse,M,Bachelor,58904.0 JPY,France,58904,JPY,388.77
17112,Maged Maged,Maged,Maged,M,1993-04-25,2012-06-14,maged.maged@gmail.com,32,13,Beijing,Mechanical Engineer,M,Bachelor,8985.75 EGP,China,8985,EGP,287.52
17113,Ashraf Nader,Ashraf,Nader,M,1998-01-04,2017-11-12,ashraf.nader@gmail.com,27,8,Buenos Aires,Sales Manager,M,Bachelor,82733.0 EUR,Argentina,82733,EUR,88524.31
17114,Samar Khalil,Samar,Khalil,F,2005-12-14,2025-09-29,skhalil@gmail.com,20,0,Los Angeles,Pharmacist,M,PhD,46884.049523809525 CAD,United States,46884,CAD,34225.32
17115,Khalil Mohamed,Khalil,Mohamed,M,1985-08-07,2009-03-21,kmohamed@gmail.com,40,16,Beirut,Graphic Designer,S,Bachelor,133384.0 CAD,Lebanon,133384,CAD,97370.32
17116,Mohamed Sherif,Mohamed,Sherif,M,1997-06-14,2020-01-30,mohamed.sherif@gmail.com,28,6,Berlin,Nurse,M,Bachelor,98743.0 GBP,Germany,98743,GBP,123428.75
17117,Hossam Tarek,Hossam,Tarek,M,1983-12-26,2009-02-13,hossam.tarek@gmail.com,42,17,Kuwait City,Graphic Designer,S,High School,11421.08 USD,Kuwait,11421,USD,11421.0
17118,Sherif Ihab,Sherif,Ihab,M,1968-10-11,2022-04-02,sihab@gmail.com,56,3,Moscow,Sales Manager,S,Bachelor,4608.0 CAD,Russia,4608,CAD,3363.84
17119,Fouad Ashraf,Fouad,Ashraf,M,1987-10-28,2021-02-06,fouad.ashraf@gmail.com,38,5,Dammam,Doctor,S,Bachelor,91236.0 AUD,Saudi Arabia,91236,AUD,59303.4
17120,Menna Bassem,Menna,Bassem,F,1998-11-11,2023-05-23,menna.bassem@gmail.com,27,2,Buenos Aires,Accountant,S,Bachelor,56903.0 AUD,Argentina,56903,AUD,36986.95
17121,Amal Abdelrahman,Amal,Abdelrahman,F,1994-10-10,2017-10-05,amal.abdelrahman@gmail.com,31,8,Cairo,Software Developer,M,Diploma,71016.0 USD,Egypt,71016,USD,71016.0
17122,Heba Hany,Heba,Hany,F,2001-04-02,2022-11-21,hhany@gmail.com,24,3,Sydney,Accountant,M,Bachelor,4445.5 EGP,Australia,4445,EGP,142.24
17123,Reem Galal,Reem,Galal,F,1981-01-03,2005-02-22,reem.galal@gmail.com,44,20,New York,Architect,S,Master,138785.0 USD,United States,138785,USD,138785.0
17124,Aisha Sherif,Aisha,Sherif,F,1991-01-16,2016-05-29,aisha.sherif@gmail.com,34,9,Istanbul,Nurse,M,High School,7422.58 GBP,Turkey,7422,GBP,9277.5
17125,Fatima Osama,Fatima,Osama,F,1998-11-19,2016-08-26,fatima.osama@gmail.com,27,9,Los Angeles,Engineer,M,Bachelor,94474.0 GBP,United States,94474,GBP,118092.5
17126,Rafik Kamal,Rafik,Kamal,M,1972-12-19,2016-02-17,rkamal@gmail.com,53,9,Sharjah,Teacher,S,Bachelor,88321.0 JPY,United Arab Emirates,88321,JPY,582.92
17128,Heba Wahid,Heba,Wahid,F,2001-01-02,2021-01-05,heba.wahid@gmail.com,24,5,Sydney,Graphic Designer,M,Bachelor,98084.0 AUD,Australia,98084,AUD,63754.6
17129,Samar Tarek,Samar,Tarek,F,2002-12-02,2024-10-17,samar.tarek@gmail.com,23,1,Abu Dhabi,Electrical Engineer,S,High School,68204.03392405063 CAD,United Arab Emirates,68204,CAD,49788.92
17131,Nashaat Nashaat,Nashaat,Nashaat,M,1968-07-12,2018-03-23,nashaat.nashaat@gmail.com,56,7,Beijing,Architect,M,Bachelor,89002.0 JPY,China,89002,JPY,587.41
17132,Yasmeen Abdullah,Yasmeen,Abdullah,F,2001-08-05,2021-05-08,yasmeen.abdullah@gmail.com,24,4,Los Angeles,Graphic Designer,S,Diploma,5437.67 JPY,United States,5437,JPY,35.88
17133,Lobna Ziad,Lobna,Ziad,F,1992-06-15,2013-01-25,lziad@gmail.com,33,13,Jeddah,Engineer,M,High School,112089.0 EUR,Saudi Arabia,112089,EUR,119935.23
17134,Layla Rafik,Layla,Rafik,F,1998-02-05,2018-02-22,layla.rafik@gmail.com,27,7,New York,Dentist,S,Bachelor,85556.0 USD,United States,85556,USD,85556.0
17135,Mounir Rafik,Mounir,Rafik,M,1992-08-08,2015-01-29,mounir.rafik@gmail.com,33,11,Abu Dhabi,Engineer,M,Diploma,139822.0 CAD,United Arab Emirates,139822,CAD,102070.06
17136,Rafik Hamza,Rafik,Hamza,M,1998-12-02,2018-11-08,rhamza@gmail.com,27,7,Seoul,Business Analyst,M,PhD,95946.0 USD,South Korea,95946,USD,95946.0
17137,Rania Ahmed,Rania,Ahmed,F,1981-10-23,2016-11-09,rania.ahmed@gmail.com,44,9,Buenos Aires,Doctor,S,Master,6800.08 JPY,Argentina,6800,JPY,44.88
17138,Khadija Wahid,Khadija,Wahid,F,1969-12-11,1995-02-10,khadija.wahid@gmail.com,55,31,Alexandria,Sales Manager,M,Diploma,101176.0 AUD,Egypt,101176,AUD,65764.4
17139,Ghada Kamal,Ghada,Kamal,F,1979-11-16,2019-11-07,ghada.kamal@gmail.com,46,6,Mexico City,Mechanical Engineer,S,Bachelor,81765.0 GBP,Mexico,81765,GBP,102206.25
17140,Osama Khaled,Osama,Khaled,M,1985-07-08,2011-09-26,okhaled@gmail.com,40,14,Beijing,Dentist,S,Bachelor,131094.0 USD,China,131094,USD,131094.0
17141,Waleed Hesham,Waleed,Hesham,M,1989-02-23,2021-10-25,whesham@gmail.com,36,4,Jeddah,Teacher,S,PhD,5828.33 CAD,Saudi Arabia,5828,CAD,4254.44
17142, Ghada Latif ,Ghada,Latif,F,1986-10-27,2009-01-24,glatif@gmail.com,39,17,Amman,Teacher,M,Masters,111606.0 EUR,Jordan,111606,EUR,119418.42
17143,Ruqayya Abdullah,Ruqayya,Abdullah,F,1989-04-15,2022-06-25,rabdullah@gmail.com,36,3,Riyadh,Business Analyst,M,High School,56131.0 USD,Saudi Arabia,56131,USD,56131.0
17144,Zaki Waleed,Zaki,Waleed,M,1970-12-11,2002-11-09,zaki.waleed@gmail.com,55,23,London,Pharmacist,M,Bachelor,11580.0 EGP,United Kingdom,11580,EGP,370.56
17145,Hanan Hossam,Hanan,Hossam,F,1975-03-11,2016-07-19,hanan.hossam@gmail.com,50,9,Amman,Accountant,S,Diploma,95291.0 EUR,Jordan,95291,EUR,101961.37
17146,Fatima Latif,Fatima,Latif,F,1965-03-23,2009-05-03,flatif@gmail.com,60,16,Buenos Aires,Accountant,S,Bachelor,10236.92 AUD,Argentina,10236,AUD,6653.4
17147,Heba Zaki,Heba,Zaki,F,1986-09-18,2008-06-09,heba.zaki@gmail.com,39,17,Moscow,Architect,S,PhD,9501.83 USD,Russia,9501,USD,9501.0
17148,Rania Mounir,Rania,Mounir,F,1984-10-06,2013-03-19,rania.mounir@gmail.com,41,12,Buenos Aires,Sales Manager,M,Master,123078.0 AUD,Argentina,123078,AUD,80000.7
17149,Amr Tamer,Amr,Tamer,M,2002-12-27,2021-09-19,amr.tamer@gmail.com,23,4,Tokyo,Electrical Engineer,S,PhD,55582.0 USD,Japan,55582,USD,55582.0
17150,Sherif Adel,Sherif,Adel,M,1966-09-14,2023-04-13,sherif.adel@gmail.com,58,2,Doha,Graphic Designer,M,Diploma,5659.17 GBP,Qatar,5659,GBP,7073.75
17151,Heba Fouad,Heba,Fouad,F,1982-12-03,2018-09-23,heba.fouad@gmail.com,43,7,Mansoura,Engineer,S,High School,6364.25 EGP,Egypt,6364,EGP,203.65
17152,Rafik Abdelrahman,Rafik,Abdelrahman,M,1966-11-11,1997-08-16,rabdelrahman@gmail.com,58,28,Amman,Software Developer,S,Masters,10455.42 USD,Jordan,10455,USD,10455.0
17154,Fatima Abdullah,Fatima,Abdullah,F,1971-08-20,2005-02-08,fatima.abdullah@gmail.com,54,21,London,Financial Analyst,M,Bachelor,11605.5 USD,United Kingdom,11605,USD,11605.0
17155,Nada Khaled,Nada,Khaled,F,1984-02-21,2003-06-07,nada.khaled@gmail.com,41,22,Seoul,Dentist,M,Diploma,11186.67 EGP,South Korea,11186,EGP,357.95
17157,Ziad Ali,Ziad,Ali,M,1986-06-10,2012-10-27,zali@gmail.com,39,13,Muscat,Dentist,M,Masters,116586.0 EGP,Oman,116586,EGP,3730.75
17158, Sana Ihab ,Sana,Ihab,F,1987-09-04,2024-03-31,sana.ihab@gmail.com,38,1,Mansoura,Pharmacist,S,Master,58423.973291139235 GBP,Egypt,58423,GBP,73028.75
17159,Eslam Kareem,Eslam,Kareem,M,1976-02-01,2024-01-28,eslam.kareem@gmail.com,49,2,Mexico City,Electrical Engineer,M,Bachelor,5453.08 GBP,Mexico,5453,GBP,6816.25
17160,Ahmed Hesham,Ahmed,Hesham,M,1975-06-13,2023-04-22,ahmed.hesham@gmail.com,50,2,Doha,Mechanical Engineer,S,High School,5320.17 GBP,Qatar,5320,GBP,6650.0
17161,Hossam Bassem,Hossam,Bassem,M,1991-07-13,2020-03-21,hossam.bassem@gmail.com,34,5,Alexandria,Pharmacist,M,Bachelor,6476.58 JPY,Egypt,6476,JPY,42.74
17162,Zainab Hatem,Zainab,Hatem,F,1990-05-25,2020-01-03,zainab.hatem@gmail.com,35,5,Cairo,Accountant,M,Bachelor,8056.17 CAD,Egypt,8056,CAD,5880.88
17163,Menna Tarek,Menna,Tarek,F,2006-01-08,2026-01-26,menna.tarek@gmail.com,19,0,New York,Civil Engineer,M,PhD,47353.17109090909 CAD,United States,47353,CAD,34567.69
17164,Nada Hatem,Nada,Hatem,F,2000-01-08,2022-07-14,nada.hatem@gmail.com,25,3,Muscat,Sales Manager,M,Bachelor,56532.0 AUD,Oman,56532,AUD,36745.8
17165,Medhat Mounir,Medhat,Mounir,M,1986-08-23,2005-07-13,medhat.mounir@gmail.com,39,20,Dubai,Graphic Designer,S,Masters,141986.0 AUD,United Arab Emirates,141986,AUD,92290.9
17166,Mostafa Tawfik,Mostafa,Tawfik,M,1994-03-02,2020-10-09,mostafa.tawfik@gmail.com,31,5,Moscow,Architect,M,Masters,8164.25 CAD,Russia,8164,CAD,5959.72
17167,Heba Abdelrahman,Heba,Abdelrahman,F,2003-08-15,2021-08-16,heba.abdelrahman@gmail.com,22,4,Dubai,Teacher,S,Master,55885.0 USD,United Arab Emirates,55885,USD,55885.0
17168,Fatima Ali,Fatima,Ali,F,1982-12-13,2024-10-09,fali@gmail.com,43,1,Istanbul,Architect,M,Bachelor,57500.89103448275 USD,Turkey,57500,USD,57500.0
17169,Radwa Hussein,Radwa,Hussein,F,1979-10-07,2020-12-07,radwa.hussein@gmail.com,46,5,Cape Town,Lawyer,S,Bachelor,6302.5 CAD,South Africa,6302,CAD,4600.46
17170,Sahar Abdelrahman,Sahar,Abdelrahman,F,1967-05-15,1985-12-17,sahar.abdelrahman@gmail.com,57,40,Sydney,Data Scientist,S,Bachelor,142539.0 EUR,Australia,142539,EUR,152516.73
17171,Rania Khaled,Rania,Khaled,F,2003-10-02,2021-11-19,rania.khaled@gmail.com,22,4,Moscow,Electrical Engineer,S,Bachelor,56300.0 JPY,Russia,56300,JPY,371.58
17172,Medhat Adel,Medhat,Adel,M,1994-03-02,2019-07-14,medhat.adel@gmail.com,31,6,Cairo,Software Developer,M,Bachelor,81759.0 EGP,Egypt,81759,EGP,2616.29
17173, Rania Adel ,Rania,Adel,F,1984-08-05,2015-09-28,rania.adel@gmail.com,41,10,Beijing,Dentist,M,Bachelor,132628.0 EUR,China,132628,EUR,141911.96
17176, Ibrahim Hassan ,Ibrahim,Hassan,M,1994-03-21,2013-09-10,ibrahim.hassan@gmail.com,31,12,Paris,Data Scientist,S,Diploma,140359.0 EUR,France,140359,EUR,150184.13
17177,Khaled Ramy,Khaled,Ramy,M,1997-02-25,2020-10-09,khaled.ramy@gmail.com,28,5,Mumbai,Civil Engineer,S,Bachelor,5916.42 EGP,India,5916,EGP,189.31
17178,Nour Nader,Nour,Nader,F,1972-03-09,1998-09-18,nour.nader@gmail.com,53,27,Sydney,Architect,M,Master,10649.75 JPY,Australia,10649,JPY,70.28
17179,Khalil Tamer,Khalil,Tamer,M,1986-05-08,2008-02-09,khalil.tamer@gmail.com,39,17,Istanbul,Data Scientist,S,PhD,113331.0 USD,Turkey,113331,USD,113331.0
17180,Lina Maged,Lina,Maged,F,2007-10-17,2025-11-28,lina.maged@gmail.com,17,0,Toronto,Accountant,M,Master,62244.395833333336 GBP,Canada,62244,GBP,77805.0
17181, Reem Hany ,Reem,Hany,F,2007-07-21,2025-02-15,rhany@gmail.com,17,0,Riyadh,Financial Analyst,M,Bachelor,49637.97833333333 USD,Saudi Arabia,49637,USD,49637.0
17182,Kamal Hany,Kamal,Hany,M,1996-02-11,2023-02-09,kamal.hany@gmail.com,29,3,Toronto,Business Analyst,M,Master,4961.25 GBP,Canada,4961,GBP,6201.25
17183,Hesham Ayman*,Hesham,Ayman,M,1985-05-08,2009-04-12,hesham.ayman@gmail.com,40,16,Beijing,Data Scientist,S,Diploma,104865.0 GBP,China,104865,GBP,131081.25
17184,Hamza Youssef,Hamza,Youssef,M,1967-07-24,2017-05-07,hamza.youssef@gmail.com,57,8,Abu Dhabi,Business Analyst,M,Master,8060.17 CAD,United Arab Emirates,8060,CAD,5883.8
17185,Fatima Sherif,Fatima,Sherif,F,2005-12-21,2025-12-17,fsherif@gmail.com,20,0,Tokyo,Electrical Engineer,S,PhD,59560.023636363636 EUR,Japan,59560,EUR,63729.2
17186,Sahar Kareem,Sahar,Kareem,F,1990-08-15,2009-02-09,skareem@gmail.com,35,17,Tokyo,Electrical Engineer,S,Bachelor,144986.0 CAD,Japan,144986,CAD,105839.78
17187,Amal Kareem,Amal,Kareem,F,2007-03-03,2025-01-09,akareem@gmail.com,18,0,Mumbai,Graphic Designer,M,High School,75509.17615384616 GBP,India,75509,GBP,94386.25
17188,Sana Mostafa,Sana,Mostafa,F,2006-03-22,2024-03-30,sana.mostafa@gmail.com,19,1,Kuwait City,Software Developer,M,High School,71342.31785714286 CAD,Kuwait,71342,CAD,52079.66
17189,Hussein Ihab,Hussein,Ihab,M,1988-01-16,2016-04-15,hussein.ihab@gmail.com,37,9,Sharjah,Dentist,S,PhD,75049.0 EUR,United Arab Emirates,75049,EUR,80302.43
17190,Heba Abdullah,Heba,Abdullah,F,1999-06-26,2020-12-20,habdullah@gmail.com,26,5,Berlin,Software Developer,S,Master,6228.58 EUR,Germany,6228,EUR,6663.96
17191,Hanan Hany,Hanan,Hany,F,2001-08-26,2019-05-05,hhany@gmail.com,24,6,Riyadh,Electrical Engineer,M,Masters,6228.67 AUD,Saudi Arabia,6228,AUD,4048.2
17192,Heba Amr,Heba,Amr,F,1965-07-25,1998-02-09,heba.amr@gmail.com,59,28,Moscow,Nurse,S,Masters,11687.08 EGP,Russia,11687,EGP,373.98
17193,Esraa Hamza,Esraa,Hamza,F,1994-11-23,2020-09-13,esraa.hamza@gmail.com,31,5,Rabat,Graphic Designer,S,Diploma,70620.0 EGP,Morocco,70620,EGP,2259.84
17194,Ramy Adel,Ramy,Adel,M,2000-12-14,2025-07-22,ramy.adel@gmail.com,25,0,Alexandria,Teacher,M,Bachelor,54922.64081081081 GBP,Egypt,54922,GBP,68652.5
17195,Maged Hatem,Maged,Hatem,M,1985-08-14,2009-08-21,maged.hatem@gmail.com,40,16,Beijing,Engineer,M,Bachelor,9897.67 EGP,China,9897,EGP,316.7
17196,Amr Fady,Amr,Fady,M,1979-04-18,2016-03-05,amr.fady@gmail.com,46,9,Dubai,Sales Manager,M,Bachelor,98736.0 CAD,United Arab Emirates,98736,CAD,72077.28
17197,Sara Khalil,Sara,Khalil,F,1980-07-28,2017-08-15,sara.khalil@gmail.com,45,8,Seoul,Sales Manager,S,Diploma,86714.0 AUD,South Korea,86714,AUD,56364.1
17198,Salma Fady,Salma,Fady,F,1968-06-06,2018-03-18,salma.fady@gmail.com,56,7,Rabat,Data Scientist,M,Bachelor,6764.17 JPY,Morocco,6764,JPY,44.64
17199,Nada Khaled,Nada,Khaled,F,1994-09-26,2019-03-31,nkhaled@gmail.com,31,6,Beirut,Teacher,M,Bachelor,71311.0 USD,Lebanon,71311,USD,71311.0
17200,Zaki Hassan,Zaki,Hassan,M,1975-09-17,2003-01-16,zaki.hassan@gmail.com,50,23,Toronto,Graphic Designer,M,Bachelor,124816.0 GBP,Canada,124816,GBP,156020.0
17201,Amr Tamer,Amr,Tamer,M,1982-11-08,2002-05-27,amr.tamer@gmail.com,43,23,Muscat,Dentist,M,Masters,8683.92 USD,Oman,8683,USD,8683.0
17202,Ruqayya Tawfik,Ruqayya,Tawfik,F,1993-06-06,2011-12-05,rtawfik@gmail.com,32,14,Riyadh,Electrical Engineer,M,Bachelor,114867.0 JPY,Saudi Arabia,114867,JPY,758.12
17203,Fatima Omar,Fatima,Omar,F,1975-11-14,2013-11-24,fomar@gmail.com,50,12,Kuwait City,Pharmacist,S,Master,130927.0 USD,Kuwait,130927,USD,130927.0
17204,Ibrahim Mahmoud,Ibrahim,Mahmoud,M,1985-01-01,2011-05-07,imahmoud@gmail.com,40,14,Moscow,Graphic Designer,S,High School,11361.0 CAD,Russia,11361,CAD,8293.53
17205,Asmaa Hesham%,Asmaa,Hesham,F,2002-01-09,2025-06-09,ahesham@gmail.com,23,0,Riyadh,Financial Analyst,M,Bachelor,49637.97833333333 USD,Saudi Arabia,49637,USD,49637.0
17206,Fouad Medhat,Fouad,Medhat,M,1996-03-06,2024-07-27,fouad.medhat@gmail.com,29,1,Muscat,Accountant,S,Bachelor,62270.99448275862 AUD,Oman,62270,AUD,40475.5
17207,Maha Abdullah,Maha,Abdullah,F,1995-02-17,2014-12-29,maha.abdullah@gmail.com,30,11,Mansoura,Doctor,M,High School,136347.0 GBP,Egypt,136347,GBP,170433.75
17208,Ashraf Kareem,Ashraf,Kareem,M,1968-11-23,2024-10-30,ashraf.kareem@gmail.com,56,1,Mumbai,Financial Analyst,S,Master,48901.09206896552 GBP,India,48901,GBP,61126.25
17209,Dina Nashaat,Dina,Nashaat,F,1988-07-12,2023-10-12,dina.nashaat@gmail.com,37,2,Dubai,Software Developer,S,PhD,5058.58 GBP,United Arab Emirates,5058,GBP,6322.5
17210,Fatima Hussein,Fatima,Hussein,F,1966-09-10,2015-11-11,fatima.hussein@gmail.com,58,10,Kuwait City,Dentist,M,Bachelor,12121.75 EUR,Kuwait,12121,EUR,12969.47
17211,Adel Hatem,Adel,Hatem,M,1969-02-21,1991-03-22,adel.hatem@gmail.com,56,34,Dubai,Nurse,M,High School,135253.0 EGP,United Arab Emirates,135253,EGP,4328.1
17212,Rana Wael,Rana,Wael,F,1999-12-28,2022-10-17,rana.wael@gmail.com,26,3,Bangkok,Lawyer,S,High School,4577.0 AUD,Thailand,4577,AUD,2975.05
17213,Samar Jamal,Samar,Jamal,F,1998-04-18,2018-06-14,sjamal@gmail.com,27,7,Buenos Aires,Graphic Designer,M,Master,6898.0 EUR,Argentina,6898,EUR,7380.86
17215,Salma Mahmoud,Salma,Mahmoud,F,1967-08-09,2024-07-25,salma.mahmoud@gmail.com,57,1,Istanbul,Financial Analyst,M,High School,47786.828611111116 USD,Turkey,47786,USD,47786.0
17216,Tawfik Wahid,Tawfik,Wahid,M,1967-10-23,2006-05-09,tawfik.wahid@gmail.com,57,19,Beijing,Sales Manager,M,High School,102247.0 GBP,China,102247,GBP,127808.75
17217,Nada Khalil,Nada,Khalil,F,1970-09-15,2016-08-03,nada.khalil@gmail.com,55,9,Beijing,Architect,S,Master,7978.08 EGP,China,7978,EGP,255.3
17218,Amr Waleed,Amr,Waleed,M,1999-12-20,2024-09-11,amr.waleed@gmail.com,26,1,Beijing,Civil Engineer,M,Bachelor,49554.390909090915 EUR,China,49554,EUR,53022.78
17219,Esraa Hatem,Esraa,Hatem,F,1995-11-23,2018-03-21,esraa.hatem@gmail.com,30,7,Seoul,Architect,S,Bachelor,6298.0 EGP,South Korea,6298,EGP,201.54
17221,Amr Nabil,Amr,Nabil,M,2000-04-14,2018-10-08,amr.nabil@gmail.com,25,7,Rabat,Software Developer,M,Bachelor,73640.0 JPY,Morocco,73640,JPY,486.02
17223,Ashraf Omar,Ashraf,Omar,M,2003-07-26,2024-09-19,aomar@gmail.com,22,1,Cape Town,Software Developer,M,High School,42358.566666666666 AUD,South Africa,42358,AUD,27532.7
17225,Ihab Mohamed*,Ihab,Mohamed,M,1968-09-19,1987-06-29,ihab.mohamed@gmail.com,56,38,São Paulo,Civil Engineer,M,PhD,12005.5 GBP,Brazil,12005,GBP,15006.25
17226,Hala Khaled,Hala,Khaled,F,1971-01-14,2005-06-18,hkhaled@gmail.com,54,20,Dammam,Nurse,S,Bachelor,11746.17 AUD,Saudi Arabia,11746,AUD,7634.9
17227,Medhat Osama,Medhat,Osama,M,1969-09-24,2003-09-14,medhat.osama@gmail.com,55,22,São Paulo,Pharmacist,M,PhD,114773.0 JPY,Brazil,114773,JPY,757.5
17228,Ruqayya Ibrahim,Ruqayya,Ibrahim,F,1993-09-20,2015-11-20,ruqayya.ibrahim@gmail.com,32,10,New York,Architect,M,High School,139418.0 AUD,United States,139418,AUD,90621.7
17229,Ibrahim Mounir,Ibrahim,Mounir,M,1989-09-21,2009-12-18,ibrahim.mounir@gmail.com,36,16,Rabat,Graphic Designer,M,Master,9211.5 AUD,Morocco,9211,AUD,5987.15
17230,Aisha Omar,Aisha,Omar,F,1998-08-27,2024-06-18,aisha.omar@gmail.com,27,1,Riyadh,Teacher,M,Bachelor,67321.8905063291 USD,Saudi Arabia,67321,USD,67321.0
17231,Fouad Zaki,Fouad,Zaki,M,1995-01-24,2024-01-14,fzaki@gmail.com,30,2,Alexandria,Doctor,S,Masters,5331.17 USD,Egypt,5331,USD,5331.0
17232,Maha Wahid,Maha,Wahid,F,1992-07-21,2013-10-21,maha.wahid@gmail.com,33,12,Bangkok,Teacher,M,PhD,12453.75 JPY,Thailand,12453,JPY,82.19
17233,Sana Jamal,Sana,Jamal,F,2006-10-09,2025-05-03,sana.jamal@gmail.com,18,0,Rabat,Financial Analyst,S,PhD,49130.6875 JPY,Morocco,49130,JPY,324.26
