Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Kareem Tarek,Kareem,Tarek,M,09/02/1979,01/05/2022,kareem.tarek@gmail.com,46.0,4,"Rabat, Morocco",Electrical Engineer,Married,PhD,4474.58 EUR
 Ramy Sami ,Ramy,Sami,M,1996/09/04,2025/06/07,ramy.sami@gmail.com,29.0,0,"São Paulo, Brazil",Pharmacist,M,High School,
Mohamed Waleed,Mohamed,Waleed,M,02/09/2003,10/17/2025,mohamed.waleed@gmail.com,22.0,0,"Abu Dhabi, UAE",Engineer,Single,B.Sc.,
Sherif Sherif,Sherif,Sherif,M,1984/07/09,2008/03/10,sherif.sherif@gmail.com,41.0,17,"Abu Dhabi, UAE",Lawyer,Unknown,Masters,10844.42 JPY
Wahid Abdullah,Wahid,Abdullah,M,1994/04/01,2021/08/08,wahid.abdullah@gmail.com,31.0,4,"Cairo, Egypt",Civil Engineer,M,M.Sc.,57720.0 CAD
Maged Hamza,Maged,Hamza,M,08/12/1977,09/11/2009,mhamza at gmail.com,48.0,16,"New York, USA",Engineer,Married,Diploma,10507.58 GBP
Zainab Wael,Zainab,Wael,F,08/23/1967,11/25/1996,zwael@gmail.com,,29,"Dubai, UAE",nurSe,Married,B.Sc.,120430.0 EUR
Amal Eslam,Amal,Eslam,F,1996/11/05,2019/10/23,amal.eslam@gmail.com,29.0,6,"Seoul, South Korea",Financial Analyist,Married,High School,73701.0 EUR
Jamal Wael,Jamal,Wael,M,2003/01/15,2024/02/06,jamal.wael@gmail.com,22.0,2,"Alexandria, Egypt",Pharmacist,Single,M.Sc.,4831.5 EUR
Esraa Abdelrahman,Esraa,Abdelrahman,F,10/11/1972,06/30/2018,eabdelrahman@gmail.com,53.0,7,"Alexandria, Egypt",Software Developer,Single,Bachelor,7962.83 AUD
Wafaa Eslam,Wafaa,Eslam,F,07/24/1978,10/18/2008,weslam at gmail.com,47.0,17,"Jeddah, KSA",Civil Engeneer,Single,High School,115262.0 AUD
Amr Zaki,Amr,Zaki,M,09/02/1993,08/12/2024,amr.zaki@gmail.com,32.0,1,"New York, USA",Electrical Engineer,Single,PhD,
Galal Maged,Galal,Maged,M,2003/02/20,2022/01/30,galal.maged@gmail.com,22.0,4,"Cairo, Egypt",software developer,Married,Masters,65786.0 EUR
Amr Zaki,Amr,Zaki,M,1991/10/06,2013/04/11,amr.zaki@gmail.com,34.0,12,"Sharjah, UAE",lAwyeR,Single,PhD,9680.08 CAD
Sara Hatem,Sara,Hatem,F,1993/10/08,2024/06/17,sara.hatem@gmail.com,32.0,1,"Cairo, Egypt",Graphic Designer,Single,PhD,
Ibrahim Mostafa,Ibrahim,Mostafa,M,06/09/2004,11/27/2024,ibrahim.mostafa@gmail.com,21.0,1,"Riyadh, KSA",Enginear,Single,BS,
Waleed Ahmed,Waleed,Ahmed,M,01/10/1986,07/11/2006,waleed.ahmed@gmail.com,39.0,19,"Buenos Aires, Argentina",Electrical Engineer,Married,High School,120497.0 EUR
Kamal Abdelrahman,Kamal,Abdelrahman,M,19-11-1968,24-08-2021,kamal.abdelrahman@gmail.com,,4,"Los Angeles, USA",Financial Analyst,Single,BS,51518.0 JPY
Saad Fady,Saad,Fady,M,10/22/1985,05/08/2003,saad.fady@gmail.com,40.0,22,"Cape Town, South Africa",NURSE,Married,B.Sc.,139159.0 JPY
Mohamed Nashaat,Mohamed,Nashaat,M,05-01-1988,13-06-2017,mohamed.nashaat@gmail.com,37.0,8,"Berlin, Germany",Software Developer,Unknown,BS,94571.0 GBP
Youssef Galal,Youssef,Galal,M,27-08-2000,25-02-2018,youssef.galal@gmail.com,25.0,7,"Mexico City, Mexico",Graphic Designer,Single,Masters,83937.0 AUD
Sana Hany,Sana,Hany,F,22-06-1985,11-06-2009,sana.hany@gmail.com,40.0,16,"Beijing, China",Business Analyst,Single,BS,12418.92 JPY
Sahar Amr,Sahar,Amr,F,12/12/1997,04/12/2019,sahar.amr@gmail.com,28.0,6,"Cairo, Egypt",Data Scientist,M,High School,87100.0 EUR
Bassem Saad,Bassem,Saad,M,27-05-1968,09-05-1990,bassem.saad@gmail.com,,35,"Dubai, UAE",PHARMACIST,Single,PhD,11009.5 EUR
Zaki Latif,Zaki,Latif,M,2000/06/04,2019/06/24,zlatif@gmail.com,25.0,6,"Tokyo, Japan",sales manager,Single,Bachelor,71112.0 AUD
Wahid Kareem,Wahid,Kareem,M,1975/11/06,1997/04/28,wahid.kareem@gmail.com,50.0,28,"Amman, Jordan",Mechanical Engineer,M,Diploma,11410.58 CAD
Tawfik Medhat,Tawfik,Medhat,M,1988/07/01,2025/08/23,tmedhat@gmail.com,37.0,0,"Buenos Aires, Argentina",Data Scientist,Single,Bachelor,
Ayman Bassem,Ayman,Bassem,M,04/23/1979,03/06/2024,ayman.bassem@gmail.com,46.0,1,"Jeddah, KSA",Pharmacist,M,Masters,
Radwa Yahya,Radwa,Yahya,F,1997/09/10,2019/09/10,RYAHYA@GMAIL.COM,28.0,6,"Jeddah, KSA",Architect,Single,Bachelor,6877.08 JPY
Dina Ziad,Dina,Ziad,F,24-10-1979,26-05-2019,dziad@gmail.com,46.0,6,"Dammam, KSA",ACCOUNTANT,Single,M.Sc.,90090.0 JPY
Radwa Ahmed,Radwa,Ahmed,F,09/25/2003,10/16/2024,radwa.ahmed@gmail.com,22.0,1,"Istanbul, Turkey",doctor,Married,Diploma,
 Salma Mahmoud ,Salma,Mahmoud,F,1968/06/06,1993/09/27,salma.mahmoud@gmail.com,,32,"Sydney, Australia",Data Scientist,Married,Bachelor,144086.0 USD
Nashaat Osama,Nashaat,Osama,M,1971/05/01,1999/04/08,nashaat.osama@gmail.com,54.0,26,"Toronto, Canada",ARCHITECT,Single,Masters,108056.0 CAD
Samar Khalil,Samar,Khalil,F,10/16/1996,10/10/2024,skhalil@gmail.com,29.0,1,"Seoul, South Korea",Dentist,Married,Diploma,
Lina Tawfik,Lina,Tawfik,F,10/01/1991,02/27/2014,lina.tawfik@gmail.com,34.0,11,"Toronto, Canada",Business Analyst,Single,High School,131621.0 CAD
Zaki Bassem,Zaki,Bassem,M,2004/12/22,2023/07/27,zaki.bassem@gmail.com,21.0,2,"Riyadh, KSA",Civil Engineer,Single,BS,4484.75 EUR
Tawfik Ashraf,Tawfik,Ashraf,M,09/24/1997,06/20/2016,tawfik.ashraf@gmail.com,28.0,9,"Beijing, China",pharmacist,Married,PhD,8167.33 GBP
Sara Youssef,Sara,Youssef,F,04-10-1982,17-05-2006,sara.youssef@gmail.com,43.0,19,"Buenos Aires, Argentina",Electrical Engineer,,B.Sc.,130814.0 CAD
Fouad Nader,Fouad,Nader,M,06-08-1993,28-06-2012,fouad.nader@gmail.com,32.0,13,"Amman, Jordan",CIVIL ENGINEER,Single,M.Sc.,10432.42 JPY
Waleed Mostafa,Waleed,Mostafa,M,05/08/1976,10/16/2022,waleed.mostafa@gmail.com,49.0,3,"Jeddah, KSA",Engineer,Single,Bachelor,4482.08 JPY
Waleed Hany,Waleed,Hany,M,08-07-1993,31-05-2021,whany@gmail.com,32.0,4,"New York, USA",Business Analyst,Unknown,B.Sc.,54607.0 EUR
Galal Waleed,Galal,Waleed,M,1988/07/27,2022/12/11,galal.waleed@gmail.com,37.0,3,"Rabat, Morocco",*Mechanical Engineer,Single,BS,52204.0 EGP
Khadija Saad,Khadija,Saad,F,01/06/1969,04/20/2011,khadija.saad@gmail.com,,14,"Istanbul, Turkey",Financial Analyst,Married,B.Sc.,8708.75 CAD
Lina Ali,Lina,Ali,F,15-09-2005,02-03-2024,lali@gmail.com,20.0,1,"Moscow, Russia",SOFTWARE DEVELOPER,Married,B.Sc.,
Sahar Hesham,Sahar,Hesham,F,05-06-1970,20-03-2008,shesham@gmail.com,55.0,17,"Mumbai, India",Accountant,Married,B.Sc.,146958.0 CAD
Hanan Nashaat,Hanan,Nashaat,F,03/18/1989,11/07/2021,hnashaat@gmail.com,36.0,4,"Beijing, China",ARCHITECT,Single,PhD,5516.33 JPY
Hala Hatem,Hala,Hatem,F,10/02/1998,01/26/2019,hhatem@gmail.com,27.0,7,"Cape Town, South Africa",graPHiC deSiGner,M,PhD,98829.0 JPY
Rana Tarek,Rana,Tarek,F,1980/05/21,2012/12/25,rana.tarek@gmail.com,45.0,13,"Seoul, South Korea",Nurse,Married,B.Sc.,119035.0 USD
Wahid Waleed,Wahid,Waleed,M,13-12-1990,11-06-2018,wwaleed@gmail.com,35.0,7,"Buenos Aires, Argentina",Engineer,Married,B.Sc.,82846.0 CAD
Hassan Hossam,Hassan,Hossam,M,12/07/1991,11/16/2024,hassan.hossam@gmail.com,34.0,1,"Seoul, South Korea",Civil Engineer,Single,Diploma,
Yasmeen Fady,Yasmeen,Fady,F,04-11-1996,05-07-2017,yasmeen.fady@gmail.com,29.0,8,"Berlin, Germany",Accountant,Single,Masters,7086.67 GBP
Rana Mohamed,Rana,Mohamed,F,1965/10/16,2021/01/20,rana.mohamed@gmail.com,,5,"Muscat, Oman",Lawyer,M,Bachelor,86838.0 EUR
Asmaa Mahmoud,Asmaa,Mahmoud,F,18-11-1988,19-10-2013,amahmoud@gmail.com,37.0,12,"Buenos Aires, Argentina",Doctor,Unknown,M.Sc.,135271.0 EUR
Zaki Nabil%,Zaki,Nabil,M,17-03-1986,18-12-2023,zaki.nabil@gmail.com,39.0,2,"Sydney, Australia",Business Analyst,Single,Diploma,68778.0 EUR
Tawfik Wael,Tawfik,Wael,M,04/25/1976,10/07/2002,tawfik.wael@gmail.com,49.0,23,"Alexandria, Egypt",Civil Engineer,Married,BS,8982.33 AUD
Lobna Wahid,Lobna,Wahid,F,02/21/1995,10/02/2021,lobna.wahid@gmail.com,30.0,4,"Amman, Jordan",mechanical engineer,Married,Bachelor,53318.0 EUR
Sahar Maged,Sahar,Maged,F,17-02-1985,14-01-2011,sahar.maged@gmail.com,40.0,15,"Kuwait City, Kuwait",Graphic Designer,,Bachelor,122582.0 AUD
Lina Ziad,Lina,Ziad,F,1989/08/17,2024/06/04,lina.ziad@gmail.com,36.0,1,"Sharjah, UAE",Nurse,Married,High School,
Hanan Mahmoud,Hanan,Mahmoud,F,1973/04/15,2025/10/18,hmahmoud@gmail.com,52.0,0,"Berlin, Germany",GRAPHIC DESIGNER,Single,PhD,
Nader Nashaat,Nader,Nashaat,M,26-10-1995,19-10-2014,nader.nashaat@gmail.com,30.0,11,"New York, USA",Graphic Designer,Single,High School,12484.92 CAD
Zainab Mohamed,Zainab,Mohamed,F,1993/12/13,2016/10/27,zainab.mohamed@gmail.com,32.0,9,"Kuwait City, Kuwait",Software Developer,Single,PhD,7545.75 EUR
Ihab Mahmoud,Ihab,Mahmoud,M,02-07-2005,02-01-2026,ihab.mahmoud@gmail.com,20.0,0,"Beijing, China",Graphic Designer,Single,M.Sc.,
Latif Eslam,Latif,Eslam,M,12/03/1977,10/25/2009,latif.eslam@gmail.com,48.0,16,"Rabat, Morocco",Graphic Designer,Married,Diploma,148714.0 GBP
Asmaa Fady,Asmaa,Fady,F,1968/07/10,2005/09/08,afady@gmail.com,,20,"Beirut, Lebanon",civil engineer,Single,Masters,12363.83 EGP
Ziad Sami,Ziad,Sami,M,1972/05/06,1996/04/10,zsami@gmail.com,53.0,29,"Riyadh, KSA",Mechanical Enginear,Married,High School,10152.17 GBP
Noha Mostafa,Noha,Mostafa,F,06/24/1983,03/28/2006,nmostafa@gmail.com,42.0,19,"Dubai, UAE",teacher,Unknown,BS,12437.5 CAD
Hesham Jamal,Hesham,Jamal,M,18-08-1975,30-10-2010,HJAMAL@GMAIL.COM,50.0,15,"Beirut, Lebanon",Mechanical Enginere,Unknown,BS,11926.17 EUR
Tarek Zaki,Tarek,Zaki,M,22-03-1969,18-06-1997,tarek.zaki@gmail.com,,28,"Moscow, Russia",Nurse,Married,PhD,11821.92 EGP
Rania Khalil,Rania,Khalil,F,1993/03/14,2025/06/06,rania.khalil@gmail.com,32.0,0,"Mexico City, Mexico",MECHANICAL ENGINERE,Single,Masters,
Tawfik Wael,Tawfik,Wael,M,25-07-1979,17-09-2016,tawfik.wael@gmail.com,46.0,9,"Amman, Jordan",BUSINESS ANALIST,Single,M.Sc.,5942.17 GBP
Latif Maged,Latif,Maged,M,08-02-1965,06-08-1995,lmaged@gmail.com,,30,"M@nsour@, Egypt",Electrical Engineer,Single,Masters,107557.0 CAD
Fouad Khalil,Fouad,Khalil,M,2007/04/01,2025/11/16,fkhalil@gmail.com,,0,"Moscow, Russi@",Architect,Married,Bachelor,
Zaki Saad,Zaki,Saad,M,03/06/1988,05/27/2016,zaki.saad@gmail.com,37.0,9,"Moscow, Russia",Teacher,Married,B.Sc.,7643.67 USD
Khaled Bassem,Khaled,Bassem,M,01/11/1998,10/18/2020,khaled.bassem@gmail.com,27.0,5,"Los Angeles, USA",Software Developer,Married,PhD,6116.25 JPY
Ibrahim Hamza,Ibrahim,Hamza,M,1979/11/08,1998/02/04,ihamza@gmail.com,46.0,28,"Sydney, Australia",Financial Analyst,S,Masters,131552.0 GBP
Abdelrahman Kamal,Abdelrahman,Kamal,M,13-03-2005,02-05-2025,abdelrahman.kamal@gmail.com,20.0,0,"Abu Dhabi, UAE",Pharmacist,Married,Diploma,
Rafik Nader,Rafik,Nader,M,09/16/1996,07/11/2021,rafik.nader@gmail.com,29.0,4,"Moscow, Russia",Pharmacist,Single,M.Sc.,5691.42 EGP
Heba Hossam,Heba,Hossam,F,03-09-1972,18-07-2009,heba.hossam@gmail.com,53.0,16,"Muscat, Oman",Civil Engineer,Single,Bachelor,10529.33 JPY
Khalil Abdullah,Khalil,Abdullah,M,09/17/1993,09/25/2018,kabdullah at gmail.com,32.0,7,"Amman, Jordan",Engineer,Single,PhD,75914.0 AUD
Khaled Ramy,Khaled,Ramy,M,1990/10/09,2012/06/03,kramy@gmail.com,35.0,13,"Kuwait City, Kuwait",mechaniCAL eNgINEer,Married,BS,9814.33 AUD
Mounir Ahmed,Mounir,Ahmed,M,04/01/1979,06/05/2022,mahmed@gmail.com,46.0,3,"Seoul, South Korea",Teacher,Married,PhD,65292.0 GBP
Menna Ziad,Menna,Ziad,F,05/12/1982,02/13/2020,mziad@gmail.com,43.0,6,"Jeddah, KSA",Electrical Enginere,Single,B.Sc.,6872.5 AUD
Lobna Eslam,Lobna,Eslam,F,24-09-1983,16-01-2026,leslam@gmail.com,42.0,0,"Doha, Qatar",%Sales Manager,Married,Bachelor,
Yasmeen Nashaat,Yasmeen,Nashaat,F,1987/05/23,2024/09/07,yasmeen.nashaat@gmail.com,38.0,1,"Riyadh, KSA",Accountant,Married,M.Sc.,
Heba Zaki,Heba,Zaki,F,1989/11/05,2017/11/03,heba.zaki@gmail.com,36.0,8,"Jeddah, KSA",Lawyer,Married,High School,6476.42 GBP
Abdelrahman Bassem,Abdelrahman,Bassem,M,1974/06/10,2025/10/31,abassem@gmail.com,51.0,0,"Sydney, Australia",Pharmacist,,Diploma,
Noha Ihab,Noha,Ihab,F,06/17/1986,10/30/2011,noha.ihab@gmail.com,39.0,14,"Jeddah, KSA",Software Developer,S,M.Sc.,8427.92 CAD
Ibrahim Nashaat,Ibrahim,Nashaat,M,1993/02/25,2012/07/20,ibrahim.nashaat@gmail.com,32.0,13,"Cape Town, South Africa",Financial Annalyst,Married,Diploma,11065.58 CAD
Fatima Kamal,Fatima,Kamal,F,1996/07/21,2018/05/08,fatima.kamal@gmail.com,29.0,7,"Doha, Qatar",Nurse,Married,Masters,7714.58 EGP
Nour Tarek,Nour,Tarek,F,10/10/1983,12/18/2004,ntarek@gmail.com,42.0,21,"New York, USA",Pharmacist,Single,Masters,101419.0 USD
Mahmoud Khaled,Mahmoud,Khaled,M,2007/01/27,2025/06/30,mahmoud.khaled@gmail.com,,0,"Dammam, KSA",Nurse,Married,PhD,
Dina Sami,Dina,Sami,F,07-03-2003,31-10-2022,dsami@gmail.com,22.0,3,"Sydney, Australia",Graphic Designer,Single,Diploma,4829.75 GBP
Tawfik Medhat,Tawfik,Medhat,M,28-05-1984,08-03-2006,tmedhat@gmail.com,41.0,19,"Abu Dhabi, UAE",Graphic Designer,Single,Masters,9990.08 CAD
Noha Yahya,Noha,Yahya,F,1981/03/26,2025/06/27,noha.yahya@gmail.com,44.0,0,"Mexico City, Mexico",Accountant,Single,B.Sc.,
Wahid Abdullah,Wahid,Abdullah,M,01-10-1984,04-08-2004,wahid.abdullah@gmail.com,41.0,21,"Dammam, KSA",Data Scinetist,Unknown,Bachelor,145951.0 CAD
Rania Hussein,Rania,Hussein,F,04-07-2003,07-10-2021,rania.hussein@gmail.com,22.0,4,"Sharjah, UAE",Dentist,Single,PhD,61226.0 USD
Zainab Amr,Zainab,Amr,F,06/28/1980,05/18/1998,zainab.amr@gmail.com,45.0,27,"Cape Town, South Africa",Electrical Enginear,Married,Masters,10409.42 CAD
Jamal Abdelrahman,Jamal,Abdelrahman,M,14-04-1987,07-07-2011,jamal.abdelrahman@gmail.com,38.0,14,"Sydney, Australia",Accountant,M,Bachelor,100563.0 USD
Abdullah Wael,Abdullah,Wael,M,04/02/1979,12/27/2007,awael@gmail.com,46.0,18,"Beirut, Lebanon",Civil Enginear,Married,PhD,11998.25 EGP
Wafaa Nader,Wafaa,Nader,F,01-11-1979,20-12-2025,wafaa.nader@gmail.com,46.0,0,"Sharjah, UAE",Mechanical Engineer,Single,Diploma,
Khadija Fady,Khadija,Fady,F,07/25/1998,01/16/2019,kfady@gmail.com,27.0,7,"Doha, Qatar",Graphic Designer,Single,Masters,93781.0 USD
Ruqayya Adel,Ruqayya,Adel,F,17-07-1980,24-01-2001,radel@gmail.com,45.0,25,"Los Angeles, USA",Electrical Enginear,Married,High School,9184.83 USD
Tamer Hany,Tamer,Hany,M,06-08-1987,06-12-2014,tamer.hany@gmail.com,38.0,11,"Mexico City, Mexico",Financial Analyst,M,B.Sc.,8451.08 EGP
Aisha Medhat,Aisha,Medhat,F,1985/01/24,2009/04/03,aisha.medhat@gmail.com,40.0,16,"Dammam, KSA",Graphic Designer,Married,M.Sc.,108342.0 USD
Yahya Jamal,Yahya,Jamal,M,01/10/1968,10/16/1996,yjamal@gmail.com,,29,"Jeddah, KSA",SOFTWARE DEVELOPER,Married,High School,114391.0 AUD
Maha Medhat,Maha,Medhat,F,1985/03/27,2025/04/29,maha.medhat@gmail.com,40.0,0,"Seoul, South Korea",Pharmacist,,Masters,
Abdelrahman Ahmed,Abdelrahman,Ahmed,M,01/15/1987,03/18/2017,abdelrahman.ahmed@gmail.com,38.0,8,"Muscat, Oman",eNgINEaR,Married,Diploma,80012.0 EUR
Wahid Khaled,Wahid,Khaled,M,16-10-1999,06-08-2018,wahid.khaled@gmail.com,26.0,7,"Abu Dhabi, UAE",Enginere,Married,M.Sc.,77921.0 JPY
Noha Ziad,Noha,Ziad,F,1990/11/15,2019/04/18,noha.ziad@gmail.com,35.0,6,"Bangkok, Thailand",Business Analyst,Unknown,BS,6315.92 CAD
Abdelrahman Sherif,Abdelrahman,Sherif,M,08/05/1989,06/29/2016,abdelrahman.sherif@gmail.com,36.0,9,"New York, USA",Pharmacist,Married,BS,88350.0 EGP
Sahar Medhat,Sahar,Medhat,F,1978/02/04,2023/04/16,sahar.medhat@gmail.com,47.0,2,"Moscow, Russia",ELECTRICAL ENGINEAR,Single,Masters,56004.0 GBP
Maha Khalil,Maha,Khalil,F,2001/05/20,2021/05/30,maha.khalil@gmail.com,24.0,4,"Beijing, China",Pharmacist,Single,Bachelor,62234.0 AUD
Yasmeen Ashraf,Yasmeen,Ashraf,F,1985/10/28,2006/02/05,yasmeen.ashraf@gmail.com,40.0,20,"Mexico City, Mexico",Business Analyst,Single,B.Sc.,126770.0 AUD
Reem Hamza,Reem,Hamza,F,17-04-1978,30-05-2025,reem.hamza@gmail.com,47.0,0,"Paris, France",Lawyer,Single,PhD,
Ruqayya Medhat,Ruqayya,Medhat,F,26-02-1969,20-04-2017,ruqayya.medhat@gmail.com,,8,"Cairo, Egypt",Electrical Engineer,Single,Diploma,5965.33 JPY
Amira Latif,Amira,Latif,F,08/02/1981,07/11/2018,amira.latif@gmail.com,44.0,7,"Cairo, Egypt",Business Analyst,,PhD,7765.75 JPY
Ihab Ali,Ihab,Ali,M,1965/06/21,2015/05/23,ihab.ali@gmail.com,,10,"Amman, Jordan",ENGINEER,Married,Diploma,9662.42 AUD
Mariam Amr,Mariam,Amr,F,08/08/1990,06/09/2009,mariam.amr@gmail.com,35.0,16,"Seoul, South Korea",Software Devloper,Single,BS,9649.92 GBP
Hala Abdelrahman,Hala,Abdelrahman,F,1976/02/20,2025/12/25,habdelrahman@gmail.com,49.0,0,"Beijing, China",Graphic Designer,Single,Diploma,
Rana Omar,Rana,Omar,F,01-11-1988,11-08-2012,rana.omar@gmail.com,37.0,13,"Alexandria, Egypt",ACCOUNTANT,Single,Diploma,11949.17 EUR
 Ali Hussein ,Ali,Hussein,M,1998/12/27,2016/08/24,ahussein@gmail.com,27.0,9,"Abu Dhabi, UAE",TEACHER,Single,Bachelor,6605.42 GBP
Ramy Khaled,Ramy,Khaled,M,10-09-2003,24-12-2024,rkhaled@gmail.com,22.0,1,"Jeddah, KSA",Graphic Designer,Married,Bachelor,
Eslam Zaki,Eslam,Zaki,M,05/21/2006,08/07/2025,eslam.zaki@gmail.com,,0,"Bangkok, Thailand",Pharmacist,Unknown,PhD,
Lobna Hossam,Lobna,Hossam,F,12/10/2004,01/06/2023,lobna.hossam@gmail.com,21.0,3,"São Paulo, Brazil",$Electrical Enginear,Single,PhD,5589.17 EUR
Heba Hassan,Heba,Hassan,F,08/03/1994,03/29/2012,heba.hassan@gmail.com,31.0,13,"Doha, Qatar",Accountant,,PhD,108784.0 EUR
Sami Wahid,Sami,Wahid,M,03-09-1965,12-09-2003,sami.wahid@gmail.com,,22,"Moscow, Russi@",Data Scientst,Single,High School,137177.0 JPY
Hatem Wahid,Hatem,Wahid,M,1966/03/28,2006/09/13,hatem.wahid@gmail.com,,19,"Paris, France",Teacher,Single,Diploma,118681.0 EUR
Sherif Zaki,Sherif,Zaki,M,27-12-1984,04-10-2011,sherif.zaki@gmail.com,41.0,14,"Alexandria, Egypt",Doctr,M,M.Sc.,109336.0 EGP
Abdelrahman Tamer,Abdelrahman,Tamer,M,1974/11/26,2001/11/06,abdelrahman.tamer@gmail.com,51.0,24,"Berlin, Germany",Accountant,Married,Masters,135063.0 EUR
Sana Rafik,Sana,Rafik,F,04-03-1970,29-08-1992,sana.rafik@gmail.com,55.0,33,"Abu Dhabi, UAE",Pharmacist,Single,B.Sc.,10153.67 EGP
Radwa Latif,Radwa,Latif,F,15-02-2005,24-04-2024,radwa.latif@gmail.com,20.0,1,"Seoul, South Korea",DEntIst,Married,PhD,
Dina Nader,Dina,Nader,F,14-06-1975,26-08-2000,dnader@gmail.com,50.0,25,"Mansoura, Egypt",Architect,Married,Diploma,104701.0 USD
Hany Kamal,Hany,Kamal,M,18-08-1998,15-10-2024,hany.kamal@gmail.com,27.0,1,"New York, USA",Accountant,Married,Diploma,
Mounir Hatem,Mounir,Hatem,M,04/04/1975,01/14/2015,mounir.hatem@gmail.com,50.0,11,"Cape Town, South Africa",sales manager,Single,Diploma,146086.0 EUR
Hany Maged,Hany,Maged,M,24-06-1986,04-12-2004,hany.maged@gmail.com,39.0,21,"Rabat, Morocco",Sales Manager,Single,Masters,11248.75 EGP
Nour Mounir,Nour,Mounir,F,09/12/1974,12/10/1995,nour.mounir@gmail.com,51.0,30,"Mansoura, Egypt",Enginear,Married,BS,113714.0 CAD
Khadija Sherif,Khadija,Sherif,F,06-06-1983,23-04-2020,ksherif@gmail.com,42.0,5,"London, UK",Lawyer,Married,High School,95389.0 CAD
Nour Waleed,Nour,Waleed,F,27-04-1990,20-01-2013,nour.waleed@gmail.com,35.0,13,"Istanbul, Turkey",Electrical Engineer,Married,B.Sc.,8783.33 CAD
Amr Galal,Amr,Galal,M,02-09-1968,30-08-2006,amr.galal@gmail.com,,19,"Cape Town, South Africa",ARCHITECT,Married,M.Sc.,10311.75 AUD
 Hanan Mounir ,Hanan,Mounir,F,08-09-1967,19-02-2010,hanan.mounir@gmail.com,,15,"Mexico City, Mexico",Docteur,Married,M.Sc.,12220.33 EGP
Hala Hassan,Hala,Hassan,F,09/25/1998,05/01/2019,hala.hassan@gmail.com,27.0,6,"Dammam, KSA",LAWYER,Single,B.Sc.,6321.5 EUR
Osama Tawfik,Osama,Tawfik,M,13-04-1988,07-01-2021,otawfik@gmail.com,37.0,5,"Rabat, Morocco",Doctor,Single,B.Sc.,7235.75 CAD
Sami Tamer,Sami,Tamer,M,1982/07/28,2009/02/05,sami.tamer@gmail.com,43.0,17,"Muscat, Oman",Engeneer,Married,Diploma,11903.33 AUD
Asmaa Ziad,Asmaa,Ziad,F,02/25/1999,03/24/2021,aziad@gmail.com,26.0,4,"Paris, France",Teacher,Married,High School,4517.33 AUD
Noha Abdelrahman,Noha,Abdelrahman,F,22-10-1970,22-07-2004,nabdelrahman@gmail.com,55.0,21,"Los Angeles, USA",architect,Unknown,M.Sc.,112059.0 USD
Radwa Khalil,Radwa,Khalil,F,03-02-1991,11-04-2012,radwa.khalil@gmail.com,34.0,13,"Berlin, Germany",Dentist,Married,High School,12317.33 CAD
Fatima Ihab,Fatima,Ihab,F,12/24/1977,12/09/2023,fatima.ihab@gmail.com,48.0,2,"Alexandria, Egypt",nurse,Married,M.Sc.,5633.83 AUD
Ahmed Hatem,Ahmed,Hatem,M,1975/01/13,2007/01/19,ahatem@gmail.com,50.0,19,"Buenos Aires, Argentina",Engineer,Unknown,BS,11083.92 USD
 Dina Hesham ,Dina,Hesham,F,04/24/1998,05/14/2024,dina.hesham@gmail.com,27.0,1,"Paris, France",Pharmacist,Unknown,High School,
Maha Adel,Maha,Adel,F,2007/08/02,2025/03/26,maha.adel@gmail.com,,0,"Berlin, Germany",Financial Analyst,Married,Bachelor,
Nabil Omar,Nabil,Omar,M,28-10-1994,26-01-2023,nomar@gmail.com,31.0,3,"Amman, Jordan",fInAncIal aNaLYst,Single,PhD,5496.0 CAD
Sahar Mahmoud,Sahar,Mahmoud,F,02-02-2002,08-07-2022,sahar.mahmoud@gmail.com,23.0,3,"Dammam, KSA",Lawyer,Single,High School,58193.0 JPY
Ayman Jamal,Ayman,Jamal,M,1991/11/25,2009/07/15,ayman.jamal@gmail.com,34.0,16,"Beijing, China",Pharmacist,Married,BS,126936.0 USD
Khaled Wael,Khaled,Wael,M,13-12-1980,11-07-2004,khaled.wael@gmail.com,45.0,21,"Jeddah, KSA",Software Developer,Married,B.Sc.,100601.0 EUR
Ahmed Eslam,Ahmed,Eslam,M,20-12-1969,07-05-2017,aeslam@gmail.com,,8,"Sydney, Australia",BUsiNEsS ANALYSt,Single,PhD,83150.0 EGP
Waleed Ahmed,Waleed,Ahmed,M,11/17/1977,06/20/2022,waleed.ahmed@gmail.com,48.0,3,"Paris, France",Pharmacist,Married,PhD,5149.42 EUR
Zainab Jamal$,Zainab,Jamal,F,08-12-1980,13-03-2015,zainab.jamal@gmail.com,45.0,10,"Mansoura, Egypt",Business Analyst,Single,Diploma,8398.67 GBP
Ghada Mounir,Ghada,Mounir,F,11/25/1982,08/09/2007,ghada.mounir@gmail.com,43.0,18,"Kuwait City, Kuwait",data sCIenTIst,Married,BS,147354.0 AUD
Mohamed Medhat,Mohamed,Medhat,M,23-09-1981,03-02-2021,mmedhat@gmail.com,44.0,5,"Istanbul, Turkey",Financial Analyst,,PhD,95316.0 JPY
Omar Medhat,Omar,Medhat,M,06/05/1996,02/26/2017,omar.medhat@gmail.com,29.0,8,"Toronto, Canada",graphic designer,Single,BS,72324.0 EUR
